word,pitches,label
match,"[359745.0625, 354176.0625, 0, 0, 0]",0
against,"[354176.0625, 0, 0, 0, 0]",0
them.,"[398657.90625, 0, 0, 0, 0]",0
A,"[463341.65625, 0, 0, 0, 0]",0
blacksmith,"[463341.65625, 404093.5, 0, 0, 0]",1
works,"[384307.4375, 0, 0, 0, 0]",1
at,"[376707.9375, 0, 0, 0, 0]",0
his,"[376707.9375, 0, 0, 0, 0]",0
anvil,"[423752.40625, 345748.3125, 0, 0, 0]",1
in,"[345748.3125, 0, 0, 0, 0]",0
the,"[360477.28125, 0, 0, 0, 0]",0
foreground.,"[360477.28125, 347067.75, 0, 0, 0]",1
Then,"[379553.84375, 0, 0, 0, 0]",0
she,"[379553.84375, 0, 0, 0, 0]",0
stood,"[386126.71875, 0, 0, 0, 0]",1
up.,"[439898.40625, 0, 0, 0, 0]",0
"However,","[369990.375, 0, 0, 0, 0]",0
they,"[360157.21875, 0, 0, 0, 0]",0
are,"[370101.03125, 0, 0, 0, 0]",0
on,"[370101.03125, 0, 0, 0, 0]",0
good,"[390556.53125, 0, 0, 0, 0]",1
terms,"[390556.53125, 429892.15625, 0, 0, 0]",1
these,"[429892.15625, 0, 0, 0, 0]",0
days.,"[433282.59375, 411979.34375, 0, 0, 0]",0
"Also,","[400342.28125, 0, 0, 0, 0]",0
there,"[343371.78125, 0, 0, 0, 0]",0
is,"[343371.78125, 0, 0, 0, 0]",0
a,"[343371.78125, 0, 0, 0, 0]",0
pub,"[379773.53125, 0, 0, 0, 0]",1
opening,"[379773.53125, 401666.15625, 0, 0, 0]",1
at,"[401666.15625, 0, 0, 0, 0]",0
the,"[391380.15625, 0, 0, 0, 0]",0
station,"[391380.15625, 0, 0, 0, 0]",1
main,"[382661.34375, 0, 0, 0, 0]",1
entrance.,"[383464.84375, 388529.46875, 0, 0, 0]",1
He,"[398469.125, 0, 0, 0, 0]",0
has,"[398469.125, 0, 0, 0, 0]",0
also,"[428878.40625, 0, 0, 0, 0]",0
recorded,"[357074.71875, 369055.03125, 0, 0, 0]",1
tributes,"[369055.03125, 385293.53125, 0, 0, 0]",1
to,"[385293.53125, 382231.03125, 0, 0, 0]",0
Octavia,"[421132.71875, 440250.09375, 0, 0, 0]",1
Butler,"[440250.09375, 0, 0, 0, 0]",1
and,"[412412.90625, 402227.90625, 0, 0, 0]",0
others.,"[402227.90625, 0, 0, 0, 0]",0
Now,"[389196.28125, 0, 0, 0, 0]",0
what's,"[392247.71875, 439036.78125, 0, 0, 0]",0
next?,"[439036.78125, 0, 0, 0, 0]",0
The,"[443435.09375, 0, 0, 0, 0]",0
site,"[443435.09375, 0, 0, 0, 0]",1
of,"[413252.96875, 0, 0, 0, 0]",0
Al's,"[413252.96875, 0, 0, 0, 0]",1
Bomb,"[403567.09375, 0, 0, 0, 0]",1
Priory,"[403567.09375, 436192.6875, 0, 0, 0]",0
is,"[350268.53125, 0, 0, 0, 0]",0
close,"[389907.34375, 0, 0, 0, 0]",0
to,"[389907.34375, 0, 0, 0, 0]",0
Naktant.,"[366268.34375, 365218.3125, 0, 0, 0]",0
like,"[383883.3125, 0, 0, 0, 0]",0
all,"[394241.09375, 412499.28125, 0, 0, 0]",0
biblical,"[412499.28125, 370568.59375, 0, 0, 0]",1
names.,"[370568.59375, 360200.65625, 0, 0, 0]",1
Stephen,"[367904.03125, 377909.90625, 0, 0, 0]",1
has,"[428201.59375, 0, 0, 0, 0]",0
forms,"[415126.59375, 369772.03125, 0, 0, 0]",1
in,"[349006.25, 0, 0, 0, 0]",0
all,"[349006.25, 0, 0, 0, 0]",0
major,"[360622.8125, 370444.75, 0, 0, 0]",1
world,"[370444.75, 366809.96875, 0, 0, 0]",1
languages.,"[413514.34375, 362004.59375, 0, 0, 0]",1
He,"[380757.375, 0, 0, 0, 0]",0
has,"[340614.65625, 372936.84375, 0, 0, 0]",0
the,"[372936.84375, 0, 0, 0, 0]",0
ability,"[416024.3125, 0, 0, 0, 0]",1
to,"[387924.15625, 0, 0, 0, 0]",0
change,"[387924.15625, 0, 0, 0, 0]",1
his,"[372324.03125, 0, 0, 0, 0]",0
head,"[429361.15625, 0, 0, 0, 0]",1
by,"[429361.15625, 385603.84375, 376673.65625, 0, 0]",0
up,"[375810.34375, 0, 0, 0, 0]",0
to,"[412136.21875, 0, 0, 0, 0]",0
eight,"[412136.21875, 0, 0, 0, 0]",1
different,"[324607.71875, 387402.4375, 0, 0, 0]",1
types.,"[387402.4375, 367145.78125, 0, 0, 0]",1
The,"[406955.21875, 0, 0, 0, 0]",0
general,"[406955.21875, 0, 0, 0, 0]",1
secretary,"[415523.21875, 410751.71875, 0, 0, 0]",1
of,"[362550.34375, 0, 0, 0, 0]",0
the,"[415700.46875, 0, 0, 0, 0]",0
party,"[358694.90625, 0, 0, 0, 0]",1
is,"[358027.0625, 0, 0, 0, 0]",0
K.,"[401694.8125, 0, 0, 0, 0]",0
Kanda,"[399492.3125, 404622.15625, 0, 0, 0]",1
Sami.,"[404622.15625, 0, 0, 0, 0]",1
The,"[407168.375, 0, 0, 0, 0]",0
decisive,"[407168.375, 0, 0, 0, 0]",1
engagement,"[361498.78125, 346770.84375, 0, 0, 0]",1
was,"[380473.21875, 0, 0, 0, 0]",0
then,"[385632.46875, 0, 0, 0, 0]",0
thought,"[385632.46875, 0, 0, 0, 0]",1
out,"[383075.6875, 0, 0, 0, 0]",0
between,"[383075.6875, 0, 0, 0, 0]",0
the,"[416005.8125, 0, 0, 0, 0]",0
Theban,"[416005.8125, 0, 0, 0, 0]",0
and,"[377214.78125, 0, 0, 0, 0]",0
Spartan,"[396010.6875, 342472.65625, 0, 0, 0]",0
infantry.,"[377471.5, 384662.96875, 0, 0, 0]",0
Here,"[436168.125, 0, 0, 0, 0]",0
she,"[380671.78125, 0, 0, 0, 0]",0
studied,"[380671.78125, 0, 0, 0, 0]",1
jazz,"[406492.65625, 0, 0, 0, 0]",1
with,"[401228.84375, 393415.34375, 0, 0, 0]",0
Marcus,"[393415.34375, 0, 0, 0, 0]",1
Belgrave.,"[380261.46875, 352977.09375, 0, 0, 0]",1
It,"[380151.90625, 0, 0, 0, 0]",0
is,"[380151.90625, 0, 0, 0, 0]",0
bordered,"[377209.0, 387399.71875, 0, 0, 0]",1
on,"[387399.71875, 0, 0, 0, 0]",0
all,"[419985.65625, 0, 0, 0, 0]",0
sides,"[419985.65625, 384885.59375, 0, 0, 0]",1
by,"[358847.40625, 0, 0, 0, 0]",0
the,"[416356.34375, 0, 0, 0, 0]",0
city,"[416356.34375, 0, 0, 0, 0]",1
of,"[415979.21875, 0, 0, 0, 0]",0
Matto,"[415979.21875, 0, 0, 0, 0]",1
Medaille.,"[386168.09375, 403814.15625, 0, 0, 0]",0
Bradhead,"[405249.28125, 403686.5625, 0, 0, 0]",0
has,"[403686.5625, 0, 0, 0, 0]",0
made,"[438244.0625, 0, 0, 0, 0]",1
globalization,"[405770.21875, 365404.28125, 0, 0, 0]",1
a,"[396391.78125, 387695.28125, 354634.21875, 0, 0]",0
major,"[354634.21875, 0, 0, 0, 0]",1
strategic,"[429698.03125, 395005.71875, 0, 0, 0]",1
priority,"[384487.40625, 391550.21875, 0, 0, 0]",1
for,"[391550.21875, 376932.15625, 0, 0, 0]",0
the,"[376932.15625, 0, 0, 0, 0]",0
university.,"[402160.71875, 386213.71875, 0, 0, 0]",1
and,"[376362.5625, 0, 0, 0, 0]",0
the,"[376362.5625, 0, 0, 0, 0]",0
stage,"[431162.34375, 0, 0, 0, 0]",1
design,"[431162.34375, 409717.65625, 0, 0, 0]",1
and,"[393554.09375, 0, 0, 0, 0]",0
sound,"[393554.09375, 0, 0, 0, 0]",1
system,"[410014.96875, 378530.78125, 0, 0, 0]",1
have,"[378530.78125, 0, 0, 0, 0]",0
made,"[432058.53125, 374793.90625, 0, 0, 0]",0
your,"[374793.90625, 0, 0, 0, 0]",0
changes,"[374793.90625, 0, 0, 0, 0]",1
throughout,"[377918.65625, 0, 0, 0, 0]",1
the,"[354640.125, 0, 0, 0, 0]",0
years.,"[354640.125, 0, 0, 0, 0]",0
"Also,","[384626.59375, 0, 0, 0, 0]",0
new,"[400266.8125, 353106.53125, 0, 0, 0]",0
for,"[353106.53125, 0, 0, 0, 0]",0
export,"[353106.53125, 359120.90625, 0, 0, 0]",1
models.,"[428317.03125, 426271.3125, 0, 0, 0]",1
We'll,"[377304.1875, 0, 0, 0, 0]",1
see,"[415242.21875, 0, 0, 0, 0]",1
availability,"[415242.21875, 369195.0625, 0, 0, 0]",1
of,"[369247.34375, 374276.6875, 0, 0, 0]",0
a,"[374276.6875, 0, 0, 0, 0]",0
three,"[374276.6875, 0, 0, 0, 0]",0
speed,"[426625.03125, 391177.46875, 0, 0, 0]",0
automatic.,"[407506.25, 389418.34375, 0, 0, 0]",0
Moore's,"[423679.53125, 422315.09375, 0, 0, 0]",1
charity,"[422315.09375, 0, 0, 0, 0]",1
work,"[354404.25, 0, 0, 0, 0]",1
includes,"[376875.71875, 366173.96875, 400577.96875, 0, 0]",1
raising,"[400577.96875, 403643.28125, 395866.8125, 0, 0]",1
money,"[373991.84375, 0, 0, 0, 0]",1
for,"[417440.84375, 390743.25, 0, 0, 0]",0
the,"[390743.25, 0, 0, 0, 0]",0
fight,"[390743.25, 0, 0, 0, 0]",1
against,"[388567.53125, 393761.75, 0, 0, 0]",0
Clare,"[393761.75, 0, 0, 0, 0]",1
Aderma.,"[420921.96875, 412196.15625, 0, 0, 0]",1
The,"[397744.03125, 0, 0, 0, 0]",0
video,"[397744.03125, 0, 0, 0, 0]",1
footage,"[426414.09375, 0, 0, 0, 0]",1
in,"[406399.25, 379362.71875, 0, 0, 0]",0
Sewer,"[379362.71875, 375212.96875, 357390.53125, 0, 0]",0
Shark,"[385383.28125, 390422.28125, 0, 0, 0]",0
was,"[391504.90625, 363867.9375, 374755.34375, 0, 0]",0
directed,"[374755.34375, 357126.78125, 0, 0, 0]",1
by,"[308485.625, 0, 0, 0, 0]",0
visual,"[361880.34375, 364567.21875, 0, 0, 0]",1
effects,"[364567.21875, 0, 0, 0, 0]",1
artist,"[356248.84375, 358705.875, 0, 0, 0]",1
John,"[368090.71875, 355993.4375, 0, 0, 0]",1
Dykstra.,"[390180.03125, 399803.90625, 0, 0, 0]",1
New,"[428836.09375, 0, 0, 0, 0]",0
comes,"[428836.09375, 0, 0, 0, 0]",0
daughter,"[418401.875, 445440.78125, 0, 0, 0]",1
Anna,"[445440.78125, 393333.46875, 352975.5, 0, 0]",1
Josepha,"[380699.28125, 418897.46875, 0, 0, 0]",1
studied,"[384175.25, 375974.09375, 400343.28125, 0, 0]",1
at,"[400343.28125, 0, 0, 0, 0]",0
the,"[377990.9375, 0, 0, 0, 0]",0
art,"[377990.9375, 0, 0, 0, 0]",1
students,"[365760.15625, 384231.03125, 0, 0, 0]",0
league,"[384231.03125, 382810.03125, 0, 0, 0]",0
in,"[382810.03125, 353745.1875, 0, 0, 0]",0
New,"[363618.40625, 0, 0, 0, 0]",1
York.,"[386446.40625, 0, 0, 0, 0]",1
It,"[412537.59375, 0, 0, 0, 0]",0
may,"[412537.59375, 0, 0, 0, 0]",0
be,"[419609.75, 0, 0, 0, 0]",0
the,"[349697.34375, 0, 0, 0, 0]",0
source,"[349697.34375, 0, 0, 0, 0]",1
of,"[366508.71875, 0, 0, 0, 0]",0
the,"[366508.71875, 0, 0, 0, 0]",0
X,"[366508.71875, 0, 0, 0, 0]",1
-ray,"[423472.90625, 0, 0, 0, 0]",1
mission,"[423472.90625, 0, 0, 0, 0]",1
from,"[401955.28125, 376821.28125, 0, 0, 0]",0
the,"[392034.78125, 0, 0, 0, 0]",0
vis,"[392034.78125, 0, 0, 0, 0]",0
-,"[392034.78125, 0, 0, 0, 0]",0
The,"[405095.46875, 0, 0, 0, 0]",0
family,"[405095.46875, 0, 0, 0, 0]",1
moved,"[399732.125, 431983.9375, 0, 0, 0]",1
and,"[385967.46875, 375920.6875, 0, 0, 0]",0
spread,"[375920.6875, 0, 0, 0, 0]",1
to,"[378359.21875, 0, 0, 0, 0]",0
"counties,","[387278.0, 393708.40625, 0, 0, 0]",1
"London,","[359199.71875, 0, 0, 0, 0]",1
"Dairy,","[373239.15625, 0, 0, 0, 0]",1
Donnacle,"[396453.03125, 0, 0, 0, 0]",0
and,"[382059.59375, 388537.65625, 390725.90625, 0, 0]",0
Cork,"[390725.90625, 0, 0, 0, 0]",0
and,"[387203.84375, 437627.46875, 375026.21875, 0, 0]",0
England.,"[391646.34375, 0, 0, 0, 0]",1
The,"[377115.78125, 0, 0, 0, 0]",0
other,"[377115.78125, 0, 0, 0, 0]",0
seven,"[383917.71875, 0, 0, 0, 0]",1
places,"[383917.71875, 409106.375, 0, 0, 0]",1
were,"[415554.96875, 0, 0, 0, 0]",0
generally,"[383776.84375, 397032.09375, 0, 0, 0]",1
determined,"[397032.09375, 399030.03125, 0, 0, 0]",1
by,"[399030.03125, 0, 0, 0, 0]",0
continental,"[383840.15625, 426925.1875, 0, 0, 0]",1
qualifying,"[426925.1875, 377111.78125, 0, 0, 0]",1
tournaments.,"[348291.125, 403844.15625, 0, 0, 0]",1
Deaths,"[388533.0, 0, 0, 0, 0]",1
arising,"[430515.15625, 400846.46875, 0, 0, 0]",1
from,"[400846.46875, 0, 0, 0, 0]",0
vessels,"[375177.15625, 0, 0, 0, 0]",0
in,"[356024.71875, 0, 0, 0, 0]",0
distress,"[356024.71875, 0, 0, 0, 0]",0
and,"[403136.96875, 388519.75, 0, 0, 0]",0
from,"[388519.75, 0, 0, 0, 0]",0
drowning,"[397119.46875, 0, 0, 0, 0]",0
are,"[397119.46875, 0, 0, 0, 0]",0
also,"[403692.59375, 0, 0, 0, 0]",0
commonplace.,"[438020.75, 429524.125, 0, 0, 0]",0
Bose,"[352808.09375, 0, 0, 0, 0]",0
and,"[352808.09375, 366725.84375, 399850.6875, 0, 0]",0
crossbows,"[443099.59375, 422657.40625, 0, 0, 0]",0
are,"[422657.40625, 389957.1875, 0, 0, 0]",0
not,"[389718.59375, 0, 0, 0, 0]",0
regulated,"[384427.71875, 384175.1875, 0, 0, 0]",1
items,"[384175.1875, 348568.78125, 0, 0, 0]",1
in,"[348568.78125, 388829.96875, 0, 0, 0]",0
Finland,"[388829.96875, 435417.15625, 0, 0, 0]",1
while,"[435417.15625, 404887.09375, 387231.03125, 0, 0]",0
pepper,"[386180.84375, 0, 0, 0, 0]",1
spray,"[392588.125, 0, 0, 0, 0]",1
is.,"[398129.03125, 0, 0, 0, 0]",1
A,"[434397.9375, 0, 0, 0, 0]",0
tour,"[434397.9375, 0, 0, 0, 0]",1
was,"[409821.90625, 0, 0, 0, 0]",0
being,"[409821.90625, 0, 0, 0, 0]",0
"planned,","[392098.09375, 0, 0, 0, 0]",1
but,"[408928.9375, 380169.59375, 0, 0, 0]",0
eventually,"[380169.59375, 331780.90625, 346804.34375, 0, 0]",1
scrapped,"[346804.34375, 405617.78125, 0, 0, 0]",1
due,"[371627.15625, 0, 0, 0, 0]",1
to,"[371627.15625, 0, 0, 0, 0]",0
financial,"[394889.84375, 407810.5, 0, 0, 0]",1
concerns.,"[407810.5, 366762.65625, 0, 0, 0]",1
It,"[386250.84375, 0, 0, 0, 0]",0
may,"[386250.84375, 0, 0, 0, 0]",0
also,"[393238.34375, 0, 0, 0, 0]",0
be,"[396462.09375, 0, 0, 0, 0]",0
associated,"[396462.09375, 418199.90625, 0, 0, 0]",1
with,"[413927.90625, 400940.53125, 343594.09375, 0, 0]",1
"nervousness,","[343594.09375, 370772.09375, 0, 0, 0]",1
"anxiety,","[396848.40625, 434375.15625, 420251.75, 0, 0]",1
depression,"[379528.375, 384123.625, 0, 0, 0]",1
and,"[359003.875, 400744.1875, 378076.40625, 0, 0]",0
other,"[385317.9375, 392270.34375, 0, 0, 0]",0
psychological,"[353622.59375, 382998.3125, 0, 0, 0]",1
disorders.,"[382998.3125, 379281.25, 0, 0, 0]",1
"However,","[410191.6875, 375768.3125, 0, 0, 0]",0
both,"[365124.90625, 411606.0, 0, 0, 0]",1
propellants,"[358639.46875, 352506.71875, 314418.09375, 357689.09375, 0]",1
are,"[357689.09375, 374240.78125, 0, 0, 0]",0
extremely,"[395383.59375, 388935.65625, 0, 0, 0]",1
toxic.,"[403221.65625, 386487.40625, 0, 0, 0]",1
That,"[406583.40625, 0, 0, 0, 0]",0
aroused,"[406583.40625, 400375.78125, 0, 0, 0]",1
suspicion.,"[434525.15625, 387563.375, 0, 0, 0]",1
The,"[382499.625, 0, 0, 0, 0]",0
next,"[382499.625, 0, 0, 0, 0]",1
"day,","[340404.78125, 0, 0, 0, 0]",1
Arthur,"[340404.78125, 0, 0, 0, 0]",1
Lincoln,"[403455.90625, 397585.09375, 0, 0, 0]",1
was,"[397585.09375, 374378.5, 0, 0, 0]",1
assassinated.,"[374378.5, 370610.125, 405625.90625, 0, 0]",1
under,"[410840.375, 0, 0, 0, 0]",0
the,"[422435.125, 0, 0, 0, 0]",0
scoreboard,"[422435.125, 381043.75, 0, 0, 0]",0
was,"[381043.75, 0, 0, 0, 0]",0
a,"[413441.09375, 0, 0, 0, 0]",0
refreshment,"[413441.09375, 393092.59375, 0, 0, 0]",1
stall,"[374605.34375, 0, 0, 0, 0]",1
which,"[385513.21875, 402086.53125, 0, 0, 0]",0
sold,"[402086.53125, 0, 0, 0, 0]",1
a,"[400583.53125, 0, 0, 0, 0]",0
mong,"[400583.53125, 0, 0, 0, 0]",0
other,"[400583.53125, 0, 0, 0, 0]",0
things,"[411272.375, 384726.34375, 0, 0, 0]",0
oysters.,"[384726.34375, 374054.65625, 0, 0, 0]",1
Deciduous,"[377536.84375, 433639.53125, 0, 0, 0]",1
forests,"[433639.53125, 376278.90625, 0, 0, 0]",1
also,"[365653.5, 393758.125, 0, 0, 0]",1
occur,"[393758.125, 0, 0, 0, 0]",1
in,"[345671.03125, 0, 0, 0, 0]",0
the,"[401435.46875, 0, 0, 0, 0]",0
Sahasa,"[401435.46875, 406183.46875, 0, 0, 0]",1
and,"[406183.46875, 383868.53125, 354474.03125, 0, 0]",0
the,"[419676.46875, 0, 0, 0, 0]",0
Peneer,"[419676.46875, 343823.3125, 0, 0, 0]",1
districts.,"[343823.3125, 0, 0, 0, 0]",1
He,"[464745.375, 0, 0, 0, 0]",0
also,"[464745.375, 0, 0, 0, 0]",1
competed,"[425003.96875, 394168.09375, 0, 0, 0]",1
in,"[437288.53125, 428776.28125, 416333.90625, 0, 0]",0
the,"[416333.90625, 0, 0, 0, 0]",0
inaugural,"[416333.90625, 0, 0, 0, 0]",1
season,"[387920.53125, 392496.28125, 387175.71875, 0, 0]",1
of,"[387175.71875, 444335.40625, 0, 0, 0]",0
Super,"[415623.53125, 0, 0, 0, 0]",1
League,"[403333.09375, 0, 0, 0, 0]",1
Formula.,"[413734.59375, 417475.5625, 0, 0, 0]",1
In,"[432284.78125, 0, 0, 0, 0]",0
this,"[432284.78125, 0, 0, 0, 0]",0
"case,","[371026.78125, 359273.96875, 0, 0, 0]",1
the,"[397470.0625, 0, 0, 0, 0]",0
Lagrangian,"[350515.53125, 350568.0625, 0, 0, 0]",1
exhibits,"[393757.96875, 399457.28125, 0, 0, 0]",1
spontaneous,"[438216.21875, 413112.59375, 377247.25, 0, 0]",1
symmetry,"[371227.28125, 383284.625, 0, 0, 0]",1
breaking.,"[383284.625, 417891.21875, 0, 0, 0]",0
There,"[424366.96875, 0, 0, 0, 0]",0
is,"[383756.53125, 367264.21875, 0, 0, 0]",0
also,"[367264.21875, 0, 0, 0, 0]",0
a,"[408726.53125, 0, 0, 0, 0]",0
regular,"[408726.53125, 0, 0, 0, 0]",0
best,"[367588.625, 0, 0, 0, 0]",1
McFory,"[365988.75, 401489.65625, 0, 0, 0]",1
University,"[401489.65625, 376282.46875, 421748.5, 0, 0]",1
and,"[421748.5, 385839.78125, 0, 0, 0]",0
McFory,"[345436.46875, 390543.5, 0, 0, 0]",1
Shopping,"[390543.5, 0, 0, 0, 0]",1
Centre.,"[400195.65625, 400862.03125, 0, 0, 0]",1
The,"[390136.875, 0, 0, 0, 0]",0
"algorithm,","[390136.875, 382677.34375, 0, 0, 0]",1
along,"[343840.71875, 0, 0, 0, 0]",0
with,"[348793.9375, 0, 0, 0, 0]",0
its,"[348793.9375, 0, 0, 0, 0]",0
recursive,"[445786.09375, 443492.46875, 471540.3125, 0, 0]",1
"application,","[471540.3125, 418670.21875, 0, 0, 0]",1
was,"[366000.21875, 0, 0, 0, 0]",0
invented,"[366000.21875, 0, 0, 0, 0]",1
by,"[392105.34375, 0, 0, 0, 0]",0
Karl,"[419564.15625, 0, 0, 0, 0]",1
Friedrich,"[394741.9375, 409486.5, 0, 0, 0]",1
Gauss.,"[409486.5, 406665.71875, 0, 0, 0]",1
The,"[374767.0625, 0, 0, 0, 0]",0
full,"[374767.0625, 0, 0, 0, 0]",1
text,"[413397.3125, 0, 0, 0, 0]",1
of,"[413397.3125, 0, 0, 0, 0]",0
the,"[414536.96875, 0, 0, 0, 0]",0
report,"[414536.96875, 0, 0, 0, 0]",1
is,"[359736.96875, 364062.65625, 0, 0, 0]",0
available,"[412944.65625, 393540.78125, 0, 0, 0]",1
through,"[393540.78125, 0, 0, 0, 0]",0
several,"[365368.90625, 363852.78125, 0, 0, 0]",1
websites.,"[363852.78125, 373739.65625, 0, 0, 0]",1
Full,"[440037.875, 0, 0, 0, 0]",1
maturity,"[451940.125, 390858.21875, 396807.46875, 0, 0]",1
is,"[396807.46875, 369946.9375, 0, 0, 0]",0
not,"[363864.90625, 0, 0, 0, 0]",0
reached,"[363864.90625, 398475.75, 0, 0, 0]",1
for,"[379565.0, 411122.6875, 0, 0, 0]",0
up,"[411122.6875, 0, 0, 0, 0]",0
to,"[466632.90625, 0, 0, 0, 0]",0
four,"[466632.90625, 446903.21875, 0, 0, 0]",1
years.,"[446903.21875, 380307.65625, 0, 0, 0]",1
By,"[429956.40625, 0, 0, 0, 0]",0
"this,","[429956.40625, 0, 0, 0, 0]",0
some,"[383596.625, 364022.09375, 0, 0, 0]",0
independence,"[366363.34375, 364269.84375, 373596.03125, 0, 0]",1
from,"[398853.59375, 392435.65625, 0, 0, 0]",0
imperialist,"[392435.65625, 442865.25, 378142.21875, 0, 0]",1
domination.,"[370735.21875, 353380.53125, 0, 0, 0]",1
It,"[363423.46875, 0, 0, 0, 0]",0
was,"[363423.46875, 0, 0, 0, 0]",0
also,"[378810.25, 377639.84375, 0, 0, 0]",0
the,"[406689.53125, 369557.53125, 0, 0, 0]",0
first,"[369557.53125, 387749.4375, 0, 0, 0]",0
mission,"[387749.4375, 403734.5625, 0, 0, 0]",1
of,"[403734.5625, 386485.90625, 399538.53125, 0, 0]",0
the,"[396226.09375, 0, 0, 0, 0]",0
Luna,"[388878.15625, 396745.8125, 0, 0, 0]",1
Programme.,"[396745.8125, 424506.875, 409303.09375, 0, 0]",1
Only,"[399835.65625, 0, 0, 0, 0]",0
after,"[402432.1875, 0, 0, 0, 0]",0
they,"[402432.1875, 0, 0, 0, 0]",0
give,"[381559.84375, 0, 0, 0, 0]",0
the,"[381559.84375, 0, 0, 0, 0]",0
"tape,","[420932.25, 0, 0, 0, 0]",1
do,"[369568.15625, 0, 0, 0, 0]",0
they,"[369568.15625, 0, 0, 0, 0]",0
realise,"[374653.15625, 0, 0, 0, 0]",1
what,"[374653.15625, 0, 0, 0, 0]",0
the,"[376356.59375, 0, 0, 0, 0]",0
truth,"[376356.59375, 0, 0, 0, 0]",1
is?,"[356228.3125, 0, 0, 0, 0]",0
It,"[393907.6875, 0, 0, 0, 0]",0
was,"[393907.6875, 0, 0, 0, 0]",0
named,"[398994.625, 0, 0, 0, 0]",1
for,"[373782.96875, 0, 0, 0, 0]",0
Jefferson,"[373782.96875, 404958.34375, 0, 0, 0]",1
County,"[348914.8125, 385389.34375, 383335.0625, 0, 0]",1
Pioneer.,"[383335.0625, 363888.875, 356594.65625, 368269.3125, 0]",1
Joseph,"[377795.9375, 396143.53125, 0, 0, 0]",1
Barnett.,"[396143.53125, 415197.59375, 0, 0, 0]",1
Some,"[361665.5625, 0, 0, 0, 0]",0
of,"[368041.96875, 0, 0, 0, 0]",0
the,"[368041.96875, 0, 0, 0, 0]",0
above,"[389300.09375, 0, 0, 0, 0]",0
listed,"[389300.09375, 0, 0, 0, 0]",1
levels,"[438975.25, 377913.59375, 0, 0, 0]",1
"yielded,","[377913.59375, 377591.84375, 374246.75, 0, 0]",1
"hominid,","[442915.59375, 365719.40625, 0, 0, 0]",1
remains.,"[376134.28125, 0, 0, 0, 0]",1
A,"[423970.28125, 0, 0, 0, 0]",0
humorous,"[423970.28125, 407347.6875, 0, 0, 0]",1
fragment,"[429589.96875, 0, 0, 0, 0]",1
of,"[415283.40625, 0, 0, 0, 0]",0
H.,"[406184.65625, 0, 0, 0, 0]",0
See,"[412640.03125, 0, 0, 0, 0]",0
ya.,"[381442.84375, 0, 0, 0, 0]",0
and,"[367658.96875, 0, 0, 0, 0]",0
then,"[367658.96875, 0, 0, 0, 0]",0
things,"[409366.6875, 0, 0, 0, 0]",0
happen,"[409366.6875, 0, 0, 0, 0]",1
very,"[383613.3125, 0, 0, 0, 0]",0
swiftly.,"[410764.21875, 399799.09375, 0, 0, 0]",1
The,"[371604.3125, 0, 0, 0, 0]",0
added,"[371604.3125, 0, 0, 0, 0]",1
pressure,"[354618.625, 385756.0, 0, 0, 0]",1
weakened,"[390401.34375, 406272.0, 406548.71875, 426768.03125, 0]",1
Roseberry.,"[426768.03125, 377729.65625, 365737.96875, 0, 0]",1
young,"[380311.46875, 0, 0, 0, 0]",1
trees,"[377440.21875, 370591.53125, 0, 0, 0]",1
display,"[370591.53125, 386596.125, 0, 0, 0]",1
upright,"[359747.8125, 385367.09375, 0, 0, 0]",1
over,"[385367.09375, 404673.6875, 0, 0, 0]",0
"growth,","[393746.875, 442779.4375, 0, 0, 0]",1
but,"[390476.4375, 388668.09375, 0, 0, 0]",0
the,"[388503.96875, 397966.53125, 0, 0, 0]",0
plant,"[397966.53125, 0, 0, 0, 0]",1
spread,"[413889.15625, 397754.5, 0, 0, 0]",1
and,"[397754.5, 369918.34375, 354904.53125, 0, 0]",0
mound,"[354904.53125, 0, 0, 0, 0]",1
with,"[387017.75, 0, 0, 0, 0]",0
age.,"[364407.21875, 345931.1875, 0, 0, 0]",1
He,"[423297.75, 0, 0, 0, 0]",0
is,"[423297.75, 0, 0, 0, 0]",0
also,"[409485.71875, 0, 0, 0, 0]",0
the,"[409485.71875, 0, 0, 0, 0]",0
Pinchant,"[374967.875, 351548.9375, 0, 0, 0]",1
of,"[351548.9375, 0, 0, 0, 0]",0
the,"[351548.9375, 0, 0, 0, 0]",0
Church,"[368076.6875, 0, 0, 0, 0]",1
and,"[399642.53125, 0, 0, 0, 0]",0
Town,"[399642.53125, 0, 0, 0, 0]",1
of,"[371845.65625, 0, 0, 0, 0]",0
Bokoway.,"[450457.65625, 400295.78125, 0, 0, 0]",1
He,"[435395.65625, 0, 0, 0, 0]",0
was,"[369826.15625, 397588.03125, 458171.375, 0, 0]",0
an,"[458171.375, 0, 0, 0, 0]",0
unpopular,"[372706.34375, 403066.34375, 0, 0, 0]",1
king,"[403066.34375, 370983.21875, 0, 0, 0]",1
and,"[370983.21875, 388100.71875, 373432.53125, 370645.40625, 368199.0]",0
favored,"[368199.0, 380829.71875, 0, 0, 0]",1
his,"[380829.71875, 410212.34375, 0, 0, 0]",0
Vomorian,"[383728.78125, 414398.28125, 0, 0, 0]",1
kin.,"[414398.28125, 0, 0, 0, 0]",0
Winters,"[358445.46875, 0, 0, 0, 0]",1
compare,"[420701.65625, 0, 0, 0, 0]",1
